	title	subtitle	level	links
109	L'écosystème du protocole Bitcoin	2. Bitcoin Liquid, RGB, RSK	Liquid	{'Francisco Calderon (2021). Brève introduction au protocole RGB. Bitcoin.fr': 'https://bitcoin.fr/breve-introduction-au-protocole-rgb/', 'Olga Ukolova (2023). RGB -\xa0Meetup Bitcoin Lausanne': 'https://www.youtube.com/watch?v=suxKg7Lx5V4', 'Fanis Michalakis (2023) Update sur RGB dans\xa0Les NFTs sur Bitcoin menacent la crypto ? Cryptoast': 'https://youtu.be/w68994lQMgA?t=839', 'R-Sync (2023). RGB on Lightning Network: game changer for Bitcoin': 'https://twitter.com/RSync25/status/1641415983381266433?s=20'}
110	L'écosystème du protocole Bitcoin	2. Bitcoin Liquid, RGB, RSK	RGB	{'Jean-Luc (2016). Rootstock : Bitcoin pour les smart contracts': 'https://bitcoin.fr/rootstock-bitcoin-pour-les-smart-contracts/'}
111	L'écosystème du protocole Bitcoin	2. Bitcoin Liquid, RGB, RSK	RSK	{'Lounès Ksouri (2023). Space Kek #28.2 RGB (1/?)': 'https://twitter.com/louneskmt/status/1657114933178388494?s=20'}
112	L'écosystème du protocole Bitcoin	3. Ecash, Fedimint, Cashu	Niveau 2	{'Joe Rodgers (2023). Chaumian Ecash takes bitcoin off chain in a nutty way.': 'https://twitter.com/_joerodgers/status/1650489236502597641', 'Calle (2023). Scaling Bitcoin Privacy with Calle. What Bitcoin Did': 'https://www.youtube.com/watch?v=kUJmHo990Fk', 'Pete Winn (2022). Fedimint Primer': 'https://www.youtube.com/watch?v=G4iclApJL0c&t=46s', 'O. Nwosu  (2023). Fedi Is Connecting Communities w/ Freedom Techno. TFTC': 'https://www.youtube.com/watch?v=kUJmHo990Fk', 'Fedimint.org': 'https://fedimint.org/docs/intro'}
191	Stabilité économique	1. Que s'est-il donc passé en 1971 ?	Niveau 1	"{""Strolight (2020). 14. Pourquoi Bitcoin mettra fin au plus grand hold-up de l'histoire ?"": 'https://btctouchpoint.com/fr/pourquoi-bitcoin-14-pourquoi-bitcoin-mettra-fin-au-plus-grand-hold-up-de-lhistoire/', 'Croissance de la productivité et des compensation horaires aux USA depuis 1948.\xa0 WtFhappenedin1971.com': 'https://btctouchpoint.com/wp-content/uploads/2023/01/Growth-in-productivity-and-hourly-compensation-since-1948.jpg', 'PIB réel, salaires réels et politiques commerciales aux USa 1947-2014. WtFhappenedin1971.com': 'https://btctouchpoint.com/wp-content/uploads/2023/01/Real-GDP-real-wages-and-trade-policies-in-the-US-1947-2014.jpg', ""L'appréciation des revenus a été largement partagée dans les décennies d'après-guerre - mais pas depuis 1971. WtFhappenedin1971.com"": 'https://btctouchpoint.com/wp-content/uploads/2023/01/Income-gains-widely-shared-in-early-postwar-decades-but-not-since-then.jpg', 'Augmentation des revenus aux USA de 1917 à 2012 pour les revenus les plus élevés et les plus faibles. WtFhappenedin1971.com': 'https://btctouchpoint.com/wp-content/uploads/2023/01/Income-growth-from-1917-to-2012-for-top-and-bottom-earners.jpg', 'Coinbeast (2023).\xa0 Is it normal for prices to always increase in price? CPI USA 1775-2012': 'https://twitter.com/coinbeastmedia/status/1612448681789104129?s=20&t=eI5lP_3I-0m-gZlOuOYeMA'}"
192	Stabilité économique	1. Que s'est-il donc passé en 1971 ?	Niveau 2	{'Alex Gladstein (2022). Ajustement Structurel : Comment FMI et BM répriment les pays pauvres et canalisent leurs ressources vers les pays riches.': 'https://europeanbitcoiners.com/fmi-banque-mondiale-bitcoin/'}
193	Stabilité économique	2. Comment Bitcoin peut redresser l'économie ?	Niveau 1	"{'Strolight (2020). 15. Pourquoi la civilisation a besoin de Bitcoin?': 'https://btctouchpoint.com/fr/pourquoi-bitcoin-15-pourquoi-la-civilisation-a-besoin-de-bitcoin', 'Strolight (2020). 8. Pourquoi Bitcoin est le chemin vers la stabilité éco. ?': 'https://btctouchpoint.com/fr/pourquoi-bitcoin-8-pourquoi-bitcoin-est-le-chemin-vers-la-stabilite-economique/', ""Strolight (2020). 9. Pourquoi Bitcoin est la voie pour sauver l'argent ?"": 'https://btctouchpoint.com/fr/pourquoi-bitcoin-9-pourquoi-bitcoin-est-la-voie-pour-epargner-de-largent/', ""Jack Dorsey (2022). Bitcoin's potential economic impact"": 'https://btctouchpoint.com/wp-content/uploads/2023/03/Jack-Dorsey-Economic-impact-of-Bitcoin.mp4', 'Anil (2022). Zombie firms': 'https://twitter.com/anilsaidso/status/1593681248006070272?s=20'}"
194	Stabilité économique	2. Comment Bitcoin peut redresser l'économie ?	Niveau 2	"{'Parker Lewis (2019). Graduellement d\'abord, puis soudainement #1 - ""le système de formation de prix le plus fiable au monde"" [dernier paragraphe]': 'https://btctouchpoint.com/fr/graduellement-dabord-puis-soudainement-1/', ""Philippe Herlin, Yves Choueifaty, et Ferghane Azihari (2021). L'économie du futur avec Bitcoin. La fin d'une politique keynésienne ? Surfin'Bitcoin"": 'https://www.youtube.com/watch?v=orKQBfZAFsk', ""Philippe Herlin (2022). L'Étalon-bitcoin de Saifedean Ammous. Résumé"": 'https://btctouchpoint.com/fr/letalon-bitcoin-de-saifedean-ammous-resume/', ""Philippe Herlin (2022). L'Étalon-fiat de Saifedean Ammous. Résumé"": 'https://btctouchpoint.com/fr/letalon-fiat-de-saifedean-ammous-resume/', ""Alexandre Stachtchenko (2015). A partir du moment où l'épargne est possible...dans Nos libertés sont attaquées et tout le monde s'en fout ! GAC"": 'https://youtu.be/cwqJOl3yan8?t=3743', 'Michael Saylor (2022). Synopsis de la série ""Saylor"". WiM': 'https://btctouchpoint.com/fr/synopsis-de-la-serie-saylor-transcript-du-podcast-what-is-money-de-robert-breedlove/', 'Un système monétaire incompatible avec le progrès technologique': 'https://btctouchpoint.com/fr/cycles-dinnovations-technologiques/#booth', 'Jeff Booth (2022). Le Prix de Demain': 'https://btctouchpoint.com/fr/le-prix-de-demain-introduction/', 'Jeff Booth (2022).Why Deflation is Key to an Abundant Future': 'https://btctouchpoint.com/fr/cycles-dinnovations-technologiques/#jeffbooth', 'Value4Value. A New Way to Think about Value': 'https://value4value.info/?s=09'}"
195	Stabilité économique	2. Comment Bitcoin peut redresser l'économie ?	Niveau 3	{'Jordan B Peterson (2022). How an Incorruptible Money Could Impact the Free Market Process in Bitcoin as an Incorruptible System of Value. WiM': 'https://www.youtube.com/watch?v=FQlA-I7PXf0&t=4031s'}
196	Énergie	1.  Utiliser plus d'énergie, est-ce un problème ?	Niveau 1	"{'Alex Epstein (2023). To flourish, these people need far more energy.': 'https://twitter.com/AlexEpstein/status/1657709916914851840', ""G. De Temmerman (2022). Consommation d'énergie et dév. humain"": 'https://www.linkedin.com/posts/greg-de-temmerman_energyaccess-energytransition-climatechange-activity-7018490212024471552-bGfu/?utm_source=share&utm_medium=member_ios', 'Dylan LeClair (2023). Human living standards is a first order derivative of both the production & consumption of energy.': 'https://twitter.com/DylanLeClair_/status/1622654411687305222?s=20&t=aV8NROVrKcIvkieH8v2xkg'}"
197	Énergie	1.  Utiliser plus d'énergie, est-ce un problème ?	Niveau 2	{'Vaclav Smil (2018). Energy and Civilization: a History. Summary by Anil': 'https://twitter.com/anilsaidso/status/1557120252072275968?s=20&t=hg0k5AzOqZGaE38rPVnTRg'}
198	Énergie	1.  Utiliser plus d'énergie, est-ce un problème ?	Niveau 3	{'Brandon Quittem (2020). Bitcoin is a Pioneer Species': 'https://brandonquittem.com/bitcoin-is-a-pioneer-species/', 'Alex Epstein (2022). Fossil Future. Bitcoin Fixes This #95': 'https://www.youtube.com/watch?v=2YzrMwzjNSY'}
199	Énergie	2.  Minage de Bitcoin : Quelle utilisation d'énergie ? Comparée à quoi ?	Niveau 1	"{'Tomer Strolight (2021). 4. Pourquoi il faut à la fois du temps et des efforts pour gagner des bitcoins ?': 'https://btctouchpoint.com/fr/4-pourquoi-il-faut-a-la-fois-du-temps-et-des-efforts-pour-gagner-des-bitcoins/', 'Tomer Strolight (2021). 11. Pourquoi et comment Bitcoin utilise l’énergie ?': 'https://btctouchpoint.com/pourquoi-bitcoin-11-pourquoi-et-comment-bitcoin-utilise-lenergie/', 'Dan Held (2023). US Dep of Defense burns 4.6B gallons of fuel annually': 'https://twitter.com/danheld/status/1628068694290051076?s=20', ""Daniel Batten (2022). Le minage de Bitcoin est maintenant à 52,8 % off-grid et utilise (min) 52,2% d'énergie zéro émission"": 'https://twitter.com/DSBatten/status/1597937805434400768?s=20&t=mC_rHyqdTbiSaXoz4d1Opw', ""Sebastien Gouspillou (2022). Le Bitcoin est-il une menace pour l'environnement ? Le minage sera vert à 85% d'ici 2025. BFM Crypto"": 'https://twitter.com/BigBlock_DC/status/1518731668953223168', ""Le minage est mauvais pour l’environnement - Déminer encore et toujours. N'ayez pas peur."": 'https://btctouchpoint.com/fr/premiers-pas/n-ayez-pas-peur/', 'Le débat écologique - Bitcoin 101. ADB': 'https://www.youtube.com/watch?v=nV2b2xAMfmU', 'G. Gouallard (2021). Pour en finir définitivement avec le débat “Bitcoin & écologie” 1/3. GAC': 'https://www.youtube.com/watch?v=VsBnEzL5voM', ""Daniel\xa0 Brrr (2023). Bitcoin haters should clean up their 'emissions' first: Bitcoin' vs porn streaming energy use"": 'https://twitter.com/csuwildcat/status/1646518413790154760'}"
200	Énergie	2.  Minage de Bitcoin : Quelle utilisation d'énergie ? Comparée à quoi ?	Niveau 2	"{""Parker Lewis (2019). Graduellement d'abord, puis soudainement #4 - Bitcoin ne gaspille pas d'énergie"": 'https://btctouchpoint.com/fr/graduellement-dabord-puis-soudainement-4-bitcoin-ne-gaspille-pas-d-energie/', 'Pierre Rochard (2023). High Bitcoin tx fee rates cause efficient uses of block space cause low fee rates cause inefficient uses of block space cause high fee rates': 'https://twitter.com/BitcoinPierre/status/1622788267111288832?s=20', 'G. Gouallard (2021). Bitcoin, énergie et environnement 2/3. GAC': 'https://www.youtube.com/watch?v=jYBohnxiZVk', 'G. Gouallard (2021). Pour sauver la planète, commençons par changer la monnaie ! 3/3. GAC': 'https://www.youtube.com/watch?v=Xmsep3fazas', 'Senator Lummis (2021). Sen. Lummis deftly dispelling the false narrative of “Bitcoin uses too much energy.”': 'https://twitter.com/knutsvanholm/status/1633359975845076994?s=20', ""Nic Carter (2020). The Last Word on Bitcoin's Energy Consumption. Coindesk"": 'https://www.coindesk.com/business/2020/05/19/the-last-word-on-bitcoins-energy-consumption/', 'Robert Warren (2022). Bitcoin miners are the dung beetles of the energy sector. Bitcoin Magazine': 'https://bitcoinmagazine.com/business/bitcoin-miners-are-dung-beetles-of-energy', 'GAC (2022). La théorie du dernier survivant dans le minage crypto !': 'https://www.youtube.com/watch?v=DlmzYT24_5s', 'Marty Bent et Harry Sudock (2021). Bitcoin Mining and Energy. Preston Pysh': 'https://www.youtube.com/watch?v=8jowNtj7Gyg'}"
201	Énergie	2.  Minage de Bitcoin : Quelle utilisation d'énergie ? Comparée à quoi ?	Niveau 3	"{'J. King (2022). ""This Machine Greens"" - Bitcoin Documentary. Swan Bitcoin': 'https://www.youtube.com/watch?v=b-7dMVcVWgc', 'Nic Carter et Ross Stevens (2021). Bitcoin Net Zero - NYDIG': 'https://assets-global.website-files.com/614e11536f66309636c98688/616dbaa0e7aa2af652d58983_NYDIG-BitcoinNetZero_SML.pdf', 'M. Khazzaka (2022). Bitcoin: Cryptopayments Energy Efficiency. ValueChain': 'https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4125499', ""N. Cantu (2022). Besoin énergétique du Bitcoin par layer. Surfin'Bitcoin22"": 'https://www.youtube.com/watch?v=8eUWm08OXsw'}"
202	Énergie	3.  Vertus économiques, sociales, environnementales du minage	Niveau 1	"{'T. Cross (2023). Bitcoin mining reduces emissions from other activities.': 'https://twitter.com/thetrocro/status/1621570865677877248?s=20', ""Le minage est mauvais pour l'environnement. N'ayez pas peur ! Déminons encore et toujours !"": 'https://btctouchpoint.com/fr/premiers-pas/n-ayez-pas-peur/#demin', 'Tomer Strolight (2021). 12. Pourquoi la consommation d’énergie de Bitcoin est bénéfique pour notre environnement ?': 'https://btctouchpoint.com/fr/pourquoi-bitcoin-12-pourquoi-la-consommation-denergie-de-bitcoin-est-benefique-pour-notre-environnement/', ""Nicolas Teterel (2022). Arcane balaye les attaques sur la consommation d'énergie du Bitcoin. Cointribune"": 'https://www.cointribune.com/comment-le-mining-de-bitcoins-peut-transformer-le-secteur-de-lenergie/', 'Governor of Texas (2022). Bitcoin is good for the power grid': 'https://twitter.com/DocumentingBTC/status/1596609766402523138?s=20&t=hg0k5AzOqZGaE38rPVnTRg', 'Brad Jones (2023). CEO of Texas\' energy grid explains ""Bitcoin mining helps balance our grid and drives more renewables into our system""': 'https://twitter.com/DocumentingBTC/status/1618329342572130304?s=20&t=_aof-mYkSqpzzsA3y-A_XA', 'Gridless (2023). This is why Bitcoin mining matters in Africa': 'https://twitter.com/GridlessCompute/status/1645798021492514825', 'Gridless (2023). What minigrid power load profile (user demand) looks like in a rural African community on any given day': 'https://twitter.com/GridlessCompute/status/1657906440290410498', 'Gridless (2022). Bitcoin mining will help make energy 90% cheaper for this village in Kenya': 'https://twitter.com/DocumentingBTC/status/1579505078838661121?s=20&t=keX_nGGuhQoY5HscZNigKg', 'Gridless (2023). Bitcoin mining will help power Africa. Swan.com': 'https://twitter.com/SwanBitcoin/status/1628729227460714496?s=20', 'Adam O (2022). Bitcoin mining doesn’t waste energy.Bitcoin mining rescues stranded & wasted energy': 'https://twitter.com/denverbitcoin/status/1555600968850350080', 'Gridless (2023). Testing mining in the mountains of southern Malawi.   \xa0 et aussi': 'https://twitter.com/GridlessCompute/status/1616759775257133057', 'Documenting Bitcoin (2023). Bitcoin is powered by volcanoes.': 'https://twitter.com/DocumentingBTC/status/1618329331868266496?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). The world’s first water cooled bitcoin mine recycling natural gas is online in Alberta, Canada': 'https://twitter.com/DocumentingBTC/status/1622279383955161089?s=20', 'Documenting Bitcoin (2023). In Lebanon where the currency lost 95% of its value, people are surviving by mining Bitcoin.': 'https://twitter.com/DocumentingBTC/status/1618329336146427905?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). Bitcoin mining is cleaning up toxic waste in this Pennsylvania town and saving taxpayers $5 billion': 'https://twitter.com/DocumentingBTC/status/1618329340328177664?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). CEO of Texas\' energy grid explains ""Bitcoin mining helps balance our grid and drives more renewables into our system""': 'https://twitter.com/DocumentingBTC/status/1618329342572130304?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Kristine Cranley (2023). Former \u2066ERCOT president highlights the synergy between bitcoin mining and the Texas grid!': 'https://twitter.com/KristineCranley/status/1650978020541317125', 'Documenting Bitcoin (2023). Bitcoin mining recycles harmful methane emissions into profits': 'https://twitter.com/DocumentingBTC/status/1618329399442681856?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). TEPCO uses surplus renewable energy to mine bitcoin helping lower energy costs, increase profits, and decarbonize the energy grid': 'https://twitter.com/DocumentingBTC/status/1618329406610739200?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). Bitcoin mining gives second life to the oldest US hydroelectric energy facility': 'https://twitter.com/DocumentingBTC/status/1618329507211116545?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). Bitcoin mining gives second life to unprofitable hydroelectric plant in the middle of the forest of Costa Rica': 'https://twitter.com/DocumentingBTC/status/1618335560451645442?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Hydrocarrah (2023). gm from a natural gas well that was stranded for 10+ years before we started selling the gas to the Bitcoin network': 'https://twitter.com/SGBarbour/status/1654890323464826882', 'CNBC (2022). Jack Dorsey’s Block backs bitcoin mining company that wants to bring 25-cent electricity to rural Africa': 'https://www.cnbc.com/amp/2022/12/06/jack-dorseys-block-backs-bitcoin-mining-firm-bringing-affordable-electricity-to-africa.html', 'MacKenzie Sigalos (2022). Exxon is mining bitcoin in North Dakota as part of its plan to slash emissions. CNBC': 'https://www.cnbc.com/2022/03/26/exxon-mining-bitcoin-with-crusoe-energy-in-north-dakota-bakken-region.html', 'Documenting Bitcoin (2023). 2.5 gigawatt Susquehanna nuclear power facility mines bitcoin to balance supply and demand of energy': 'https://twitter.com/DocumentingBTC/status/1618329542804013056?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Whitehouse Report on Crypto Mining (2022). Crypto mining operations...can yield positive results for the climat': 'https://twitter.com/DocumentingBTC/status/1618329549305163777?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Ian Allison\xa0 (2022). How Bitcoin Contributions Funded a $1.4M Solar Installation in Zimbabwe. Coindesk': 'https://www.coindesk.com/business/2022/01/26/how-bitcoin-contributions-funded-a-14m-solar-installation-in-zimbabwe/', 'BTC Sessions\xa0 (2023). Now with Bitcoin, for the first time in human history we found a way to monetize that excess energy.': 'https://twitter.com/BTCsessions/status/1616880673490628608?s=20&t=p7TVH1mD8IshtMOAoXyYoQ', 'Max Gagliardi \xa0(2023). Bitcoin Leveraging Energy Within Environmental Constraints. The Bitcoin Layer': 'https://twitter.com/TheBitcoinLayer/status/1613264566481453056?s=20&t=bFsg3Csfodif2VzCskbexw', 'Dennis Porter (2022). How Can Bitcoin Balance the Grid?': 'https://www.satoshiaction.io/post/how-can-bitcoin-balance-the-grid'}"
203	Énergie	3.  Vertus économiques, sociales, environnementales du minage	Niveau 2	"{'Bitcoin Mining Council (2023). Global Bitcoin mining has the highest sustainable energy mix and produces less CO2 emissions than both computer games and holiday lights.': 'https://twitter.com/DocumentingBTC/status/1618336470800138240?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). How Bitcoin mining is a net positive: A testimony in front of the U.S Congress': 'https://twitter.com/DocumentingBTC/status/1618329513053810692?s=20&t=lnXuqL6xjS1ec0XI6Ei6EQ', ""C. Fiévet (2022). 8 mythes et réalités sur l'impact écologique de Bitcoin."": 'https://www.clubic.com/bitcoin/dossier-427860-mythes-et-realites-sur-l-impact-ecologique-de-bitcoin.html', 'Jaran Melerud (2022). Five factors making Bitcoin miners unique energy consumers. Bitcoin Magazine': 'https://bitcoinmagazine.com/business/five-factors-making-bitcoin-miners-unique', 'Square (2021). Bitcoin is Key to an Abundant, Clean Energy Future': 'https://assets.ctfassets.net/2d5q1td6cyxq/2D2BnksJjavw4a6SUvAPwZ/c42a9e3a520b0cc3b230cda3b43eead5/BCEI_White_Paper_.pdf', 'Erik Hersman/Gridless (2023). How Bitcoin Can Expand the Grid in Africa with Erik Hersman. What Bitcoin Did': 'https://www.youtube.com/watch?v=h2mvzUd9GMo', 'P. Noizat et S. Gouspillou (2021). L\'or plus ""énergivore"" que Bitcoin ?! Surfin\'': 'https://www.youtube.com/watch?v=mduJupwcuyc', ""S. Gouspillou, J-M Cambacérès, S. Petibon, R. Détente (2022). Les mineurs, un danger ou une aubaine pour le réseau électrique ? Surfin' Bitcoin"": 'https://www.youtube.com/watch?v=q_rXb5x-DjQ', ""Marty Bent (2022). Issue #1295: The arctic blast affected Bitcoin's hashrate"": 'https://tftc.io/martys-bent/issue-1295-arctic-blast-affected-btcoin-hashrate/', 'Adam Popescu (2023). Gorillas, militias, and Bitcoin: Why Congo’s most famous national park is betting big on crypto. MIT Technology Review': 'https://www.technologyreview.com/2023/01/13/1066820/cryptocurrency-bitcoin-mining-congo-virunga-national-park/', 'Namcios (2022). Intel launches new bitcoin mining chip, focused on energy efficiency and sustainability. Bitcoin Magazine': 'https://bitcoinmagazine.com/business/intel-launches-new-bitcoin-mining-chip-blockscale', 'Fred Thiel (2023). CEO of largest public Bitcoin mining company Marathon explains how they help build sustainable energy': 'https://twitter.com/DocumentingBTC/status/1618335741846917121?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Jan Mellerud (2022). How Bitcoin Mining Incentivizes Renewable Energy Build Out - Plan ₿ Forum 2022 - Lugano': 'https://www.youtube.com/watch?v=UzXV8jPUq9Y&t=157s', 'Sylvain Saurel (2023). Bitcoin Mining and Nuclear Power: The Obvious Marriage That Will Benefit the Most People.': 'https://inbitcoinwetrust.substack.com/p/bitcoin-mining-and-nuclear-power', 'Ryan MacLeod (2023). Use the proceeds of the geothermal Bitcoin mining for the building of small nuclear modular reactors': 'https://twitter.com/keyvandavani/status/1620813742169812992?s=20'}"
204	Énergie	3.  Vertus économiques, sociales, environnementales du minage	Niveau 3	"{'Arcane Research (2022). How Bitcoin Mining Can Transform the Energy Ind.': 'https://dergigi.com/assets/files/2022-09-03-arcane-research-how-bitcoin-mining-can-transform-the-energy-industry.pdf', 'Shaun Connell (2022). The Bitcoin Energy Revolution. Preston Pysh': 'https://www.youtube.com/watch?v=OlLAmKzOTlU', 'Nic Carter (2022). Comments on the White House report on the climate implications of crypto mining': 'https://medium.com/@nic__carter/comments-on-the-white-house-report-on-the-climate-implications-of-crypto-mining-8d65d30ec942', 'Braiins (2022). Bitcoin Mining & The Grid (Part 1): Generators. Bitcoin mining insights': 'https://braiins.com/blog/bitcoin-mining-the-grid-generators', 'Braiins (2022). Bitcoin Mining & The Grid (Part 2): Transmission, Curtailment, and Behind-The-Meter. Bitcoin mining insights': 'https://braiins.com/blog/bitcoin-mining-electric-grid-transmission-curtailment-behind-the-meter', ""Level39 (2022). Comment le Bitcoin peut Libérer l'Énergie de l'Océan pour 1 Milliard de Personnes. Bitcoin Magazine"": 'https://europeanbitcoiners.com/bitcoin-peut-liberer-lenergie-de-locean/', 'Daniel Batten (2023). Bitcoin ESG Charts - Mining sustainability, total emissions, emissions per dollar, emission intensity': 'https://twitter.com/DSBatten/status/1633033845896527873'}"
205	Énergie	4. D'une pierre deux coups : se chauffer en minant Bitcoin	Niveau 1	"{'AFP/Valeria Mongelli (2022). Aux Pays-Bas, des tulipes poussent grâce au bitcoin [chauffage de serres, séchage de bulbes...]. Sciences et Avenir  - Couverture CNN Decoded (2023)': 'https://www.sciencesetavenir.fr/nature-environnement/aux-pays-bas-des-tulipes-poussent-grace-au-bitcoin_168191', 'DCX Immersion Mining (2022). Bitcoin mining warms a hotel, offices and workshop.': 'https://twitter.com/DCX_Immersion/status/1578812160641478656', 'Documenting Bitcoin (2023). Profitable and sustainable hydroponic, fish hatchery, and heating systems.': 'https://twitter.com/DocumentingBTC/status/1618329338285522945?s=20&t=RC48hLL7CtWkutD91Qab0Q', ""Jesse Willms (2021). North Vancouver to be the world's first city heated by bitcoin. Bitcoin Magazine"": 'https://bitcoinmagazine.com/business/north-vancouver-to-be-worlds-first-city-heated-by-bitcoin-mining'}"
206	Énergie	4. D'une pierre deux coups : se chauffer en minant Bitcoin	Niveau 2	"{'Kinetic Finance (2023). Warming Up to Bitcoin - The Future of Sustainable Heating? MintGreen': 'https://www.youtube.com/watch?v=nTRdmYX-0h8&t=51s', ""Bert de Groot (2022). Revue en détail, vidéos à l'appui, de l'expé. de minage en horticulture et d'autres cas d'usage par l'entreprise Bitcoin Brabant."": 'https://twitter.com/BdGBertdeGroot/status/1608332882577063938?s=20&t=A-57Xoc18z25uQPrfxYXqA', 'Alexandre Vinot (2021). Bitcoin et énergie, baisser le coût de la chaleur grâce au minage à domicile. Parlons Bitcoin': 'https://parlonsbitcoin.com/podcasts/wisemining-et-energie'}"
207	Énergie	4. D'une pierre deux coups : se chauffer en minant Bitcoin	Niveau 3	{'A. Vinot (2021). Miner du Bitcoin grâce à sa chaudière? la solution SATO. DB': 'https://www.youtube.com/watch?v=XoRnwviMGvE', 'Ajelex et Blob (2023). Attakaï : Le chauffage Bitcoin DIY ! DB': 'https://www.youtube.com/watch?v=gKoh44UCSnE', 'Ajelex et BlobOnChain (2023). Attakaï ! Le home-mining rendu possible et accessible! Découvre Bitcoin': 'https://decouvrebitcoin.fr/attakai-presentation/'}
208	Agriculture	1. Critique d'une agriculture-Fiat suicidaire	Niveau 1	"{""Saifedean Ammous (2022). Fermes fiat. L'Étalon-Fiat"": 'https://btctouchpoint.com/fr/fermes-fiat/', ""Temps Présent (2018). Suicide des paysans : Face à la grande distribution, l'agriculture en danger. Radio Télévision Suisse"": 'https://www.youtube.com/watch?v=9zy3nXuKH2w', 'Frédéric Bruunquell (2018). Mutation agricole, productivisme et impasse environnementale. La grande histoire de la Bretagne': 'https://btctouchpoint.com/wp-content/uploads/2023/01/La-grande-histoire-de-la-Bretagne-agriculture-480-low-res.mp4'}"
209	Agriculture	2.  Préserver  le capital, travailler sur le temps long	Niveau 1	"{""Saifedean Ammous (2022). Terres agricoles fiat. L'Étalon-Fiat"": 'https://btctouchpoint.com/fr/letalon-fiat-terres-agricoles-fiat/'}"
210	Agriculture	2.  Préserver  le capital, travailler sur le temps long	Niveau 2	"{'Dr Hugh Jellie (2022). Our land is degenerating: how to shift to a regenerative future. Ata Regenerative': 'https://ata.land/shift-to-a-regenerative-future/', ""Lydia et Claude Bourguignon (2023). Les sols à l'agonie, peut-on encore les sauver ? Thinkerview"": 'https://www.youtube.com/watch?v=OWnT1bkHQto', 'Jacob Wolki (2023). Starting & Scaling a Successful Regenerative Ranching Business. John Vallis - Bitcoin Rapid-Fire': 'https://www.youtube.com/watch?v=iAEgMhq_FJs', 'Eyvy The Farmer (2023). The Surprising Link Between Bitcoin & Regenerative Ranching - Bitcoin Rapid-Fire': 'https://www.youtube.com/watch?v=iAEgMhq_FJs', 'Allan Savory (2013). Allan Savory: Comment transformer nos déserts en prairies et inverser le changement climatique. TED': 'https://www.youtube.com/watch?v=vpTHi7O66pI&t=174s', 'Allan Savory (2018). Running out of Time. Savory Institute': 'https://www.youtube.com/watch?v=q7pI7IYaJLI&t=1692s', 'The Beef Initiative': 'https://beefinitiative.com/', 'Texas Slim\'s Cuts (2023). Introducing ""Global Beef Intelligence"": Unleashing the Power of Farming Connections': 'https://twitter.com/TexasSlimsCuts/status/1657030295579770883'}"
211	Agriculture	2.  Préserver  le capital, travailler sur le temps long	Niveau 3	{'C. Mayfield (2023). Animal-Based Skincare & Regenerative Agriculture. TFTC': 'https://www.youtube.com/watch?v=QZb17i2zwM4&t=5807s', 'A. Farrington (2022). Farming & Capital. Bitgenstein Series Part V': 'https://allenfarrington.medium.com/farming-and-capital-1e60c532643b'}
212	Agriculture	3.  Miner du bitcoin à la ferme !	Niveau 1	{'Joseph Hall (2022). The Bitcoin shitcoin machine: Mining BTC with biogas. Cointelegraph': 'https://cointelegraph.com/news/the-bitcoin-shitcoin-machine-mining-btc-with-biogas', 'AFP/Valeria Mongelli (2022). Aux Pays-Bas, des tulipes poussent grâce au bitcoin [chauffage de serres, séchage de bulbes...]. Sciences et Avenir  - Couverture CNN Decoded (2023)': 'https://www.sciencesetavenir.fr/nature-environnement/aux-pays-bas-des-tulipes-poussent-grace-au-bitcoin_168191', 'Cointelegraph (2023) How Irish farmers are turning cow dung into digital gold': 'https://www.youtube.com/watch?v=xkVOJAWP688', 'Zone Bitcoin (2023). L’histoire du fermier Irlandais qui mine du bitcoin grâce à ses vaches': 'https://zonebitcoin.co/lhistoire-du-fermier-irlandais-qui-mine-du-bitcoin-grace-a-ses-vaches/'}
213	Agriculture	3.  Miner du bitcoin à la ferme !	Niveau 2	"{""Bert de Groot (2022). Revue en détail, vidéos à l'appui, de l'expé. de minage en horticulture et d'autres cas d'usage par l'entreprise Bitcoin Brabant."": 'https://twitter.com/BdGBertdeGroot/status/1608332882577063938?s=20&t=A-57Xoc18z25uQPrfxYXqA'}"
